Show_ID,Type,Title,Director,Actor1,Actor2,Actor3,Actor4,Actor5,Country1,Country2,Country3,Date_Added,Release_Year,Rating,Duration,Gener1,Gener2,Gener3,Description,Year
s2607,TV Show,Extracurricular,Unknown,Kim Dong-hee,Jung Da-bin,Park Ju-hyun,Nam Yoon-su,Choi Min-soo,South Korea,Unknown,Unknown,29-04-2020,2020,TV-MA,1 Season,Crime TV Shows,International TV Shows,Korean TV Shows,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,2020
s2608,Movie,Love Is War,Omoni Oboli,Omoni Oboli,Richard Mofe-Damijo,Jide Kosoko,Akin Lewis,Bimbo Manuel,Nigeria,Unknown,Unknown,29-04-2020,2019,TV-14,111 min,Comedies,Dramas,International Movies,An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,2020
s2609,Movie,Murder to Mercy: The Cyntoia Brown Story,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,29-04-2020,2020,TV-MA,97 min,Documentaries,Unknown,Unknown,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",2020
s2610,TV Show,Nadiya’s Time to Eat,Unknown,Nadiya Hussain,Unknown,Unknown,Unknown,Unknown,United Kingdom,Unknown,Unknown,29-04-2020,2020,TV-G,1 Season,British TV Shows,International TV Shows,Reality TV,"On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.",2020
s2611,Movie,R.K.Nagar,Saravana Rajan,Vaibhav Reddy,Sana Althaf,Sampath Raj,Inigo Prabhakaran,Anjana Keerthi,India,Unknown,Unknown,29-04-2020,2019,TV-14,132 min,Action & Adventure,Comedies,Dramas,Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.,2020
s2612,TV Show,Tjovitjo,Unknown,Warren Masemola,Nobulali Dangazele,Rapulana Seiphemo,Sibulele Gcilitshana,Jabulile Mahlambi,South Africa,Unknown,Unknown,29-04-2020,2017,TV-MA,2 Seasons,International TV Shows,TV Dramas,Unknown,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",2020
s2613,Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder",Cezmi Baskın,Özgü Namal,Umut Kurt,Nazmi Kırık,Bahri Beyat,Turkey,Unknown,Unknown,28-04-2020,2006,TV-MA,102 min,Comedies,Dramas,International Movies,"When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",2020
s2614,Movie,Bir Baba Hindu,Sermiyan Midyat,Sermiyan Midyat,Şafak Sezer,Nicole Faria,Burak Satıbol,Unknown,Turkey,India,Unknown,28-04-2020,2016,TV-MA,107 min,Action & Adventure,Comedies,International Movies,A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,2020
s2615,Movie,Boushkash,"Ahmed Yousry, Hazem Fouda",Mohamed Saad,Zeina,Ezzat Abou Aouf,Edward,Hassan Hosny,Egypt,Unknown,Unknown,28-04-2020,2008,TV-MA,100 min,Comedies,International Movies,Unknown,A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,2020
s2616,Movie,Cinar Agaci,Handan İpekçi,Nurgül Yeşilçay,Celile Toyon Uysal,Deniz Deha Lostar,Settar Tanrıöğen,Suzan Aksoy,Turkey,Unknown,Unknown,28-04-2020,2011,TV-14,115 min,Comedies,Dramas,International Movies,"A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.",2020
s2617,Movie,Görümce,Kıvanç Baruönü,Eda Ece,Dilşah Demir,Gupse Özay,Buğra Gülsoy,Unknown,Turkey,Unknown,Unknown,28-04-2020,2016,TV-MA,104 min,Comedies,International Movies,Music & Musicals,"When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",2020
s2618,Movie,İstanbul Kırmızısı,Ferzan Özpetek,Halit Ergenç,Nejat İşler,Mehmet Günsür,Çiğdem Selışık Onat,Tuba Büyüküstün,Italy,Turkey,Unknown,28-04-2020,2017,TV-MA,110 min,Dramas,Independent Movies,International Movies,"Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",2020
s2619,Movie,Küçük Esnaf,Bedran Güzel,İbrahim Büyükak,Zeynep Koçak,Gupse Özay,Cengiz Bozkurt,Unknown,Turkey,Unknown,Unknown,28-04-2020,2016,TV-MA,100 min,Comedies,International Movies,Unknown,"As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",2020
s2620,Movie,Lembi 8 Giga,Ashraf Fayeq,Mohamed Saad,Mai Ezz El-Din,Hassan Hosny,Youssef Fawzy,Youssef Eid,Unknown,Unknown,Unknown,28-04-2020,2010,TV-MA,111 min,Comedies,International Movies,Unknown,"To upgrade his life, a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive.",2020
s2621,Movie,Neseli Hayat,Yılmaz Erdoğan,Yılmaz Erdoğan,Ersin Korkut,Büşra Pekin,Erdal Tosun,Rıza Akın,Turkey,Unknown,Unknown,28-04-2020,2009,TV-14,108 min,Comedies,International Movies,Unknown,"Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",2020
s2622,Movie,Organize Isler,Yılmaz Erdoğan,Yılmaz Erdoğan,Tolga Çevik,Demet Akbağ,Altan Erkekli,Özgü Namal,Turkey,Unknown,Unknown,28-04-2020,2005,TV-14,104 min,Action & Adventure,Comedies,International Movies,"A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero.",2020
s2623,Movie,The Reliant,Paul Munger,Kevin Sorbo,Mollee Gray,Eric Roberts,Brian Bosworth,Julia Denton,United States,Unknown,Unknown,28-04-2020,2019,PG-13,116 min,Dramas,Faith & Spirituality,Unknown,"When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",2020
s2624,Movie,We'll Be Right Back After The Break,Ahmed Nader Galal,Karim Abdel Aziz,Dina Fouad,Mohamed Lotfy,Ahmed Rateb,Rasha Amin,Egypt,Unknown,Unknown,28-04-2020,2012,TV-14,106 min,Action & Adventure,Comedies,International Movies,"While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped.",2020
s2625,Movie,5Gang,Matei Dima,Andrei Selaru,Dorian Popa,Julia Marcan,Ana Radu,Cosmin Nedelcu,Romania,Unknown,Unknown,27-04-2020,2019,TV-14,96 min,Comedies,International Movies,Unknown,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",2020
s2626,Movie,Love Aaj Kal,Imtiaz Ali,Kartik Aaryan,Sara Ali Khan,Randeep Hooda,Arushi Sharma,Simone Singh,India,Unknown,Unknown,27-04-2020,2020,TV-MA,140 min,Dramas,International Movies,Romantic Movies,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.",2020
s2627,Movie,The Lift Boy,Jonathan Augustin,Moin Khan,Nyla Masood,Saagar Kale,Neha Bam,Aneesha Shah,India,Unknown,Unknown,27-04-2020,2020,TV-MA,107 min,Dramas,Independent Movies,International Movies,"When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.",2020
s2628,TV Show,"Coronavirus, Explained",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,26-04-2020,2020,TV-PG,1 Season,Docuseries,Science & Nature TV,Unknown,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020
s2629,TV Show,The Last Kingdom,Unknown,Alexander Dreymon,Emily Cox,David Dawson,Ian Hart,Rune Temte,United Kingdom,Unknown,Unknown,26-04-2020,2020,TV-MA,4 Seasons,British TV Shows,International TV Shows,TV Action & Adventure,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",2020
s2630,Movie,Bheeshma,Venky Kudumula,Nitin Reddy,Rashmika Mandanna,Sampath Raj,Jishu Sengupta,Anant Nag,India,Unknown,Unknown,25-04-2020,2020,TV-14,138 min,Action & Adventure,Comedies,International Movies,"Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",2020
s2631,Movie,Bittersweet,Khaled Marei,Ahmed Helmy,Lotfy Labib,Edward,Enaam Salousa,Unknown,Egypt,Unknown,Unknown,25-04-2020,2010,TV-MA,132 min,Comedies,Dramas,International Movies,"After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.",2020
s2632,TV Show,My Secret Romance,Unknown,Sung Hoon,Song Ji-eun,Kim Jae-young,Jeong Da-sol,Lee Kan-hee,South Korea,Unknown,Unknown,25-04-2020,2017,TV-14,1 Season,International TV Shows,Korean TV Shows,Romantic TV Shows,A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.,2020
s2633,Movie,No Direction Home: Bob Dylan,Martin Scorsese,Bob Dylan,Joan Baez,Dave Van Ronk,Peter Yarrow,Allen Ginsberg,United Kingdom,United States,Japan,25-04-2020,2005,TV-MA,208 min,Documentaries,Music & Musicals,Unknown,"Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career.",2020
s2634,Movie,She Made Me a Criminal,Amr Arafa,Ahmed Helmy,Ghada Adel,Hassan Hosny,Riham Abdel Ghafour,Edward,Egypt,Unknown,Unknown,25-04-2020,2006,TV-14,105 min,Comedies,International Movies,Unknown,"In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping.",2020
s2635,Movie,The Artist,Michel Hazanavicius,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,Penelope Ann Miller,France,Belgium,United States,25-04-2020,2011,PG-13,101 min,Comedies,Dramas,Independent Movies,"Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",2020
s2636,Movie,The Dealer,Ahmed Saleh,Ahmed El Sakka,Khaled El Nabawy,Mai Selim,Nedal El Shafey,Boris Abramov,Egypt,Unknown,Unknown,25-04-2020,2010,TV-14,124 min,Action & Adventure,International Movies,Unknown,"Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them.",2020
s2637,Movie,The International Player,Ahmed Medhat,Youssef El Sherif,Arwa Gouda,Salah Abdullah,Mohamed Lotfy,Dalal Abdel Aziz,Egypt,Unknown,Unknown,25-04-2020,2009,TV-14,93 min,Dramas,International Movies,Sports Movies,"A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory.",2020
s2638,Movie,The Promise,Mohamed Yassin,Asser Yassin,Ruby,Ghassan Massoud,Bassem Samra,Ahmed Azmy,Egypt,Unknown,Unknown,25-04-2020,2008,TV-14,110 min,Dramas,International Movies,Unknown,"When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge.",2020
s2639,Movie,ال� مبروك,Ahmed Nader Galal,Ahmed Helmy,Laila Ezz El Arab,Mahmoud El Fishawy,Mohamed Farraag,Sarrah Abdelrahman,Egypt,Unknown,Unknown,25-04-2020,2009,TV-14,115 min,Comedies,Dramas,International Movies,"On his wedding day, an arrogant, greedy accountant experiences a series of calamities that keep replaying as he lives the same day over and over again.",2020
s2640,TV Show,د�عة القاهرة,Unknown,Bashar al-Shatti,Fatima Al Safi,Maram Balochi,Hamad Ashkanani,Nour Alghandour,Unknown,Unknown,Unknown,25-04-2020,2019,TV-14,1 Season,International TV Shows,TV Dramas,Unknown,"A group of women leaves Kuwait to attend university in Cairo, embarking on personal journeys filled with romance and self-discovery.",2020
s2641,TV Show,After Life,Unknown,Ricky Gervais,Tom Basden,Tony Way,Diane Morgan,Mandeep Dhillon,United Kingdom,Unknown,Unknown,24-04-2020,2020,TV-MA,2 Seasons,British TV Shows,International TV Shows,TV Comedies,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",2020
s2642,TV Show,DreamWorks Spooky Stories: Volume 2,Unknown,Seth Rogen,Will Arnett,Hugh Laurie,Will Ferrell,David Cross,Unknown,Unknown,Unknown,24-04-2020,2011,TV-PG,1 Season,Kids' TV,TV Comedies,Unknown,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",2020
s2643,Movie,Kolaiyuthir Kaalam,Chakri Toleti,Nayanthara,Bhoomika Chawla,Prem Kathir,Rohini Hattangadi,Pratap Pothen,India,Unknown,Unknown,24-04-2020,2019,TV-14,107 min,International Movies,Thrillers,Unknown,The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.,2020
s2644,TV Show,Love 101,Unknown,Pınar Deniz,Kubilay Aka,Mert Yazıcıoğlu,Alina Boz,Selahattin Paşalı,Turkey,Unknown,Unknown,24-04-2020,2020,TV-MA,1 Season,International TV Shows,TV Dramas,Teen TV Shows,"While trying to make their teacher fall for a basketball coach, four misfits and a model student find friendship, love and the courage to be themselves.",2020
s2645,Movie,"Yours Sincerely, Kanan Gill",Neville Shah,Kanan Gill,Unknown,Unknown,Unknown,Unknown,India,Unknown,Unknown,24-04-2020,2020,TV-MA,72 min,Stand-Up Comedy,Unknown,Unknown,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",2020
s2646,TV Show,Ghost in the Shell: SAC_2045,Unknown,Atsuko Tanaka,Osamu Saka,Akio Otsuka,Koichi Yamadera,Yutaka Nakano,Japan,United States,Unknown,23-04-2020,2020,TV-14,1 Season,Anime Series,Crime TV Shows,International TV Shows,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",2020
s2647,Movie,My Stupid Boss,Upi Avianto,Bunga Citra Lestari,Reza Rahadian,Alex Abbad,Bront Palarae,Chew Kin Wah,Indonesia,Unknown,Unknown,23-04-2020,2016,TV-G,107 min,Comedies,International Movies,Unknown,"After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss.",2020
s2648,Movie,My Stupid Boss 2,Upi Avianto,Reza Rahadian,Bunga Citra Lestari,Chew Kin Wah,Atikah Suhaime,Iedil Putra,Indonesia,Unknown,Unknown,23-04-2020,2019,TV-14,95 min,Comedies,International Movies,Unknown,"Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead.",2020
s2649,TV Show,The House of Flowers,Unknown,Verónica Castro,Aislinn Derbez,Cecilia Suárez,Dario Yazbek Bernal,Paco León,Mexico,Unknown,Unknown,23-04-2020,2020,TV-MA,3 Seasons,International TV Shows,Spanish-Language TV Shows,TV Comedies,"In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.",2020
s2650,Movie,This Earth of Mankind,Hanung Bramantyo,Iqbaal Ramadhan,Mawar de Jongh,Sha Ine Febriyanti,Giorgino Abraham,Bryan Domani,Indonesia,Unknown,Unknown,23-04-2020,2019,TV-14,180 min,Dramas,International Movies,Unknown,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.,2020
s2651,Movie,Time to Hunt,Yoon Sung-hyun,Lee Je-hoon,Ahn Jae-hong,Choi Woo-shik,Park Jeong-min,Park Hae-soo,South Korea,Unknown,Unknown,23-04-2020,2020,TV-MA,135 min,International Movies,Thrillers,Unknown,"Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",2020
s2652,TV Show,Absurd Planet,Unknown,Afi Ekulona,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,22-04-2020,2020,TV-PG,1 Season,Docuseries,Science & Nature TV,TV Comedies,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",2020
